admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id
Nord-Ubangi,Bosobolo,Bosobolo,10234,4.19,19.87,aliments divers,sel,185
Nord-Ubangi,Bosobolo,Bosobolo,10234,4.19,19.87,non alimentaire,taux de change (non officiel),473
Nord-Ubangi,Bosobolo,Bosobolo,10234,4.19,19.87,huiles et matières grasses,huile de palme,62
Nord-Ubangi,Bosobolo,Bosobolo,10234,4.19,19.87,légumineuses et noix,haricots,50
Nord-Ubangi,Bosobolo,Bosobolo,10234,4.19,19.87,légumineuses et noix,haricots (niébé),120
Nord-Ubangi,Mobayi-Mbongo city,Mobayi Centre,10237,4.29,21.18,non alimentaire,taux de change (non officiel),473
Nord-Ubangi,Mobayi-Mbongo city,Mobayi Centre,10237,4.29,21.18,non alimentaire,carburant (essence),285
Nord-Ubangi,Mobayi-Mbongo city,Mobayi Centre,10237,4.29,21.18,légumineuses et noix,haricots (niébé),120
Sud-Ubangi,Libenge,Libenge,2306,3.65,18.64,légumineuses et noix,haricots (niébé),120
Sud-Ubangi,Zongo,Pambwa,10233,4.34,18.59,céréales et tubercules,farine de manioc,74
Sud-Ubangi,Zongo,Pambwa,10233,4.34,18.59,céréales et tubercules,farine de maïs,76
Sud-Ubangi,Zongo,Pambwa,10233,4.34,18.59,céréales et tubercules,riz importé,64
Sud-Ubangi,Zongo,Pambwa,10233,4.34,18.59,aliments divers,sel,185
Sud-Ubangi,Zongo,Pambwa,10233,4.34,18.59,non alimentaire,taux de change (non officiel),473
Sud-Ubangi,Zongo,Pambwa,10233,4.34,18.59,huiles et matières grasses,huile de palme,62
Sud-Ubangi,Zongo,Pambwa,10233,4.34,18.59,huiles et matières grasses,huile végétale,96
Sud-Ubangi,Zongo,Pambwa,10233,4.34,18.59,légumineuses et noix,haricots,50
Sud-Ubangi,Zongo,Pambwa,10233,4.34,18.59,légumineuses et noix,haricots (niébé),120
Mai-Ndombe,Kwamouth,Marché de la Liberté,9134,-3.18,16.2,non alimentaire,carburant (essence),285
Nord-Kivu,Goma,Bulengo,8928,-1.62,29.15,céréales et tubercules,riz importé,64
Nord-Kivu,Goma,Bulengo,8928,-1.62,29.15,céréales et tubercules,riz local,71
Nord-Kivu,Goma,Bulengo,8928,-1.62,29.15,aliments divers,sucre,97
Nord-Kivu,Goma,Bulengo,8928,-1.62,29.15,non alimentaire,taux de change (non officiel),473
Nord-Kivu,Goma,Bulengo,8928,-1.62,29.15,non alimentaire,carburant (essence),285
Nord-Kivu,Goma,Bulengo,8928,-1.62,29.15,non alimentaire,transport en commun (moto),692
Nord-Kivu,Goma,Bulengo,8928,-1.62,29.15,huiles et matières grasses,huile végétale,96
Nord-Kivu,Goma,Kituku,8929,-1.62,29.16,céréales et tubercules,riz local,71
Nord-Kivu,Goma,Kituku,8929,-1.62,29.16,aliments divers,sucre,97
Nord-Kivu,Goma,Kituku,8929,-1.62,29.16,non alimentaire,transport en commun (moto),692
Nord-Kivu,Goma,Kituku,8929,-1.62,29.16,huiles et matières grasses,huile végétale,96
Nord-Kivu,Lubero,Lubero,9888,-0.16,29.23,non alimentaire,transport en commun (moto),692
Nord-Kivu,Masisi,Bweremana,8934,-1.67,29.02,aliments divers,sucre,97
Nord-Kivu,Masisi,Bweremana,8934,-1.67,29.02,non alimentaire,transport en commun (moto),692
Nord-Kivu,Masisi,Bweremana,8934,-1.67,29.02,huiles et matières grasses,huile végétale,96
Nord-Kivu,Masisi,Lushebere,3210,-1.41,28.86,aliments divers,sucre,97
Nord-Kivu,Masisi,Lushebere,3210,-1.41,28.86,non alimentaire,taux de change (non officiel),473
Nord-Kivu,Masisi,Lushebere,3210,-1.41,28.86,non alimentaire,carburant (essence),285
Nord-Kivu,Masisi,Lushebere,3210,-1.41,28.86,non alimentaire,transport en commun (moto),692
Nord-Kivu,Masisi,Lushebere,3210,-1.41,28.86,huiles et matières grasses,huile végétale,96
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,céréales et tubercules,riz importé,64
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,aliments divers,sucre,97
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,non alimentaire,taux de change (non officiel),473
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,non alimentaire,carburant (essence),285
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,non alimentaire,transport en commun (moto),692
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,huiles et matières grasses,huile végétale,96
Nord-Kivu,Nyiragongo,Kanyaruchinya,8943,-1.52,29.2,céréales et tubercules,farine de manioc,74
Nord-Kivu,Nyiragongo,Kanyaruchinya,8943,-1.52,29.2,céréales et tubercules,farine de maïs,76
Nord-Kivu,Nyiragongo,Kanyaruchinya,8943,-1.52,29.2,céréales et tubercules,riz importé,64
Nord-Kivu,Nyiragongo,Kanyaruchinya,8943,-1.52,29.2,aliments divers,sel,185
Nord-Kivu,Nyiragongo,Kanyaruchinya,8943,-1.52,29.2,aliments divers,sucre,97
Nord-Kivu,Nyiragongo,Kanyaruchinya,8943,-1.52,29.2,non alimentaire,taux de change (non officiel),473
Nord-Kivu,Nyiragongo,Kanyaruchinya,8943,-1.52,29.2,non alimentaire,carburant (essence),285
Nord-Kivu,Nyiragongo,Kanyaruchinya,8943,-1.52,29.2,non alimentaire,transport en commun (moto),692
Nord-Kivu,Nyiragongo,Kanyaruchinya,8943,-1.52,29.2,huiles et matières grasses,huile de palme,62
Nord-Kivu,Nyiragongo,Kanyaruchinya,8943,-1.52,29.2,huiles et matières grasses,huile végétale,96
Nord-Kivu,Nyiragongo,Kanyaruchinya,8943,-1.52,29.2,légumineuses et noix,haricots,50
Nord-Kivu,Rutshuru,Kitshanga,8948,-1.03,29.1,non alimentaire,carburant (essence),285
Kwango,Kasongo-Lunda city,Marché de Kasongo-Lunda,10784,-6.48,16.82,céréales et tubercules,farine de manioc,74
Kwango,Kasongo-Lunda city,Marché de Kasongo-Lunda,10784,-6.48,16.82,céréales et tubercules,farine de maïs,76
Kwango,Kasongo-Lunda city,Marché de Kasongo-Lunda,10784,-6.48,16.82,céréales et tubercules,riz importé,64
Kwango,Kasongo-Lunda city,Marché de Kasongo-Lunda,10784,-6.48,16.82,céréales et tubercules,riz local,71
Kwango,Kasongo-Lunda city,Marché de Kasongo-Lunda,10784,-6.48,16.82,aliments divers,sel,185
Kwango,Kasongo-Lunda city,Marché de Kasongo-Lunda,10784,-6.48,16.82,aliments divers,sucre,97
Kwango,Kasongo-Lunda city,Marché de Kasongo-Lunda,10784,-6.48,16.82,non alimentaire,taux de change (non officiel),473
Kwango,Kasongo-Lunda city,Marché de Kasongo-Lunda,10784,-6.48,16.82,non alimentaire,carburant (diesel),284
Kwango,Kasongo-Lunda city,Marché de Kasongo-Lunda,10784,-6.48,16.82,non alimentaire,carburant (essence),285
Kwango,Kasongo-Lunda city,Marché de Kasongo-Lunda,10784,-6.48,16.82,huiles et matières grasses,huile de palme,62
Kwango,Kasongo-Lunda city,Marché de Kasongo-Lunda,10784,-6.48,16.82,huiles et matières grasses,huile végétale,96
Kwango,Kasongo-Lunda city,Marché de Kasongo-Lunda,10784,-6.48,16.82,légumineuses et noix,haricots,50
Kwango,Kasongo-Lunda city,Marché de Kasongo-Lunda,10784,-6.48,16.82,légumineuses et noix,haricots (niébé),120
Nord-Kivu,Goma,Bulengo,8928,-1.62,29.15,céréales et tubercules,farine de manioc,74
Nord-Kivu,Goma,Bulengo,8928,-1.62,29.15,céréales et tubercules,farine de maïs,76
Nord-Kivu,Goma,Bulengo,8928,-1.62,29.15,aliments divers,sel,185
Nord-Kivu,Goma,Bulengo,8928,-1.62,29.15,huiles et matières grasses,huile de palme,62
Nord-Kivu,Goma,Bulengo,8928,-1.62,29.15,légumineuses et noix,haricots,50
Nord-Kivu,Goma,Kituku,8929,-1.62,29.16,céréales et tubercules,farine de manioc,74
Nord-Kivu,Goma,Kituku,8929,-1.62,29.16,céréales et tubercules,farine de maïs,76
Nord-Kivu,Lubero,Kayna,8932,-0.61,29.17,aliments divers,sucre,97
Nord-Kivu,Lubero,Kayna,8932,-0.61,29.17,non alimentaire,taux de change (non officiel),473
Nord-Kivu,Lubero,Kayna,8932,-0.61,29.17,huiles et matières grasses,huile végétale,96
Nord-Kivu,Lubero,Kirumba,9871,-0.56,29.18,céréales et tubercules,riz local,71
Nord-Kivu,Lubero,Kirumba,9871,-0.56,29.18,aliments divers,sucre,97
Nord-Kivu,Lubero,Kirumba,9871,-0.56,29.18,non alimentaire,taux de change (non officiel),473
Nord-Kivu,Lubero,Kirumba,9871,-0.56,29.18,huiles et matières grasses,huile végétale,96
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,céréales et tubercules,farine de manioc,74
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,céréales et tubercules,farine de maïs,76
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,céréales et tubercules,riz local,71
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,aliments divers,sel,185
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,huiles et matières grasses,huile de palme,62
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,légumineuses et noix,haricots,50
Nord-Kivu,Rutshuru,Kanyabayonga,8947,-1.1,29.1,céréales et tubercules,farine de manioc,74
Nord-Kivu,Rutshuru,Kanyabayonga,8947,-1.1,29.1,céréales et tubercules,farine de maïs,76
Nord-Kivu,Rutshuru,Kanyabayonga,8947,-1.1,29.1,céréales et tubercules,riz importé,64
Nord-Kivu,Rutshuru,Kanyabayonga,8947,-1.1,29.1,aliments divers,sel,185
Nord-Kivu,Rutshuru,Kanyabayonga,8947,-1.1,29.1,aliments divers,sucre,97
Nord-Kivu,Rutshuru,Kanyabayonga,8947,-1.1,29.1,non alimentaire,taux de change (non officiel),473
Nord-Kivu,Rutshuru,Kanyabayonga,8947,-1.1,29.1,non alimentaire,carburant (essence),285
Nord-Kivu,Rutshuru,Kanyabayonga,8947,-1.1,29.1,huiles et matières grasses,huile de palme,62
Nord-Kivu,Rutshuru,Kanyabayonga,8947,-1.1,29.1,huiles et matières grasses,huile végétale,96
Nord-Kivu,Rutshuru,Kanyabayonga,8947,-1.1,29.1,légumineuses et noix,haricots,50
Ituri,Mahagi city,Mahagi Centre,8785,2.3,30.98,céréales et tubercules,farine de maïs,76
Ituri,Mahagi city,Mahagi Centre,8785,2.3,30.98,aliments divers,sucre,97
Ituri,Mahagi city,Mahagi Centre,8785,2.3,30.98,huiles et matières grasses,huile végétale,96
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,céréales et tubercules,manioc (cossettes),302
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,céréales et tubercules,maïs,51
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,céréales et tubercules,farine de blé,58
Nord-Kivu,Rutshuru,Kitshanga,8948,-1.03,29.1,céréales et tubercules,farine de manioc,74
Nord-Kivu,Rutshuru,Kitshanga,8948,-1.03,29.1,céréales et tubercules,farine de maïs,76
Nord-Kivu,Rutshuru,Kitshanga,8948,-1.03,29.1,céréales et tubercules,riz importé,64
Nord-Kivu,Rutshuru,Kitshanga,8948,-1.03,29.1,aliments divers,sel,185
Nord-Kivu,Rutshuru,Kitshanga,8948,-1.03,29.1,aliments divers,sucre,97
Nord-Kivu,Rutshuru,Kitshanga,8948,-1.03,29.1,non alimentaire,taux de change (non officiel),473
Nord-Kivu,Rutshuru,Kitshanga,8948,-1.03,29.1,huiles et matières grasses,huile de palme,62
Nord-Kivu,Rutshuru,Kitshanga,8948,-1.03,29.1,huiles et matières grasses,huile végétale,96
Nord-Kivu,Rutshuru,Kitshanga,8948,-1.03,29.1,légumineuses et noix,haricots,50
Sud-Kivu,Walungu,Walungu,3960,-2.62,28.68,céréales et tubercules,farine de manioc,74
Sud-Kivu,Walungu,Walungu,3960,-2.62,28.68,céréales et tubercules,farine de maïs,76
Sud-Kivu,Walungu,Walungu,3960,-2.62,28.68,céréales et tubercules,riz importé,64
Sud-Kivu,Walungu,Walungu,3960,-2.62,28.68,céréales et tubercules,riz local,71
Sud-Kivu,Walungu,Walungu,3960,-2.62,28.68,aliments divers,sel,185
Sud-Kivu,Walungu,Walungu,3960,-2.62,28.68,aliments divers,sucre,97
Sud-Kivu,Walungu,Walungu,3960,-2.62,28.68,non alimentaire,taux de change (non officiel),473
Sud-Kivu,Walungu,Walungu,3960,-2.62,28.68,non alimentaire,carburant (essence),285
Sud-Kivu,Walungu,Walungu,3960,-2.62,28.68,huiles et matières grasses,huile de palme,62
Sud-Kivu,Walungu,Walungu,3960,-2.62,28.68,huiles et matières grasses,huile végétale,96
Sud-Kivu,Walungu,Walungu,3960,-2.62,28.68,légumineuses et noix,haricots,50
Haut-Katanga,Mitwaba,Katanga Kivu,4521,-8.89,26.87,légumineuses et noix,haricots (niébé),120
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,céréales et tubercules,farine de manioc,74
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,céréales et tubercules,farine de maïs,76
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,céréales et tubercules,riz importé,64
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,céréales et tubercules,riz local,71
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,aliments divers,sel,185
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,aliments divers,sucre,97
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,non alimentaire,taux de change (non officiel),473
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,non alimentaire,carburant (essence),285
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,huiles et matières grasses,huile de palme,62
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,huiles et matières grasses,huile végétale,96
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,légumineuses et noix,haricots,50
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,légumineuses et noix,haricots (niébé),120
Nord-Kivu,Oicha,Aloya,9875,0.51,29.14,céréales et tubercules,riz local,71
Nord-Kivu,Oicha,Aloya,9875,0.51,29.14,aliments divers,sucre,97
Nord-Kivu,Oicha,Aloya,9875,0.51,29.14,non alimentaire,taux de change (non officiel),473
Nord-Kivu,Oicha,Aloya,9875,0.51,29.14,huiles et matières grasses,huile végétale,96
Nord-Kivu,Oicha city,Oicha,8926,0.7,29.52,céréales et tubercules,farine de maïs,76
Nord-Kivu,Oicha city,Oicha,8926,0.7,29.52,aliments divers,sucre,97
Nord-Kivu,Oicha city,Oicha,8926,0.7,29.52,huiles et matières grasses,huile végétale,96
Nord-Kivu,Rutshuru,Kiwanja,8949,-1.04,29.1,céréales et tubercules,riz local,71
Nord-Kivu,Rutshuru,Kiwanja,8949,-1.04,29.1,céréales et tubercules,farine de blé,58
Nord-Kivu,Rutshuru,Kiwanja,8949,-1.04,29.1,aliments divers,sucre,97
Nord-Kivu,Rutshuru,Kiwanja,8949,-1.04,29.1,non alimentaire,taux de change (non officiel),473
Nord-Kivu,Rutshuru,Kiwanja,8949,-1.04,29.1,huiles et matières grasses,huile végétale,96
Nord-Kivu,Rutshuru city,Rutshuru,8953,-1.19,29.45,céréales et tubercules,farine de blé,58
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,céréales et tubercules,manioc (cossettes),302
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,céréales et tubercules,farine de blé,58
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,non alimentaire,carburant (essence),285
Kasai-Central,Demba,Central de Demba,4150,-5.5,22.27,légumineuses et noix,haricots (niébé),120
Kasai-Oriental,Mbuji-Mayi,Mbuji-mayi,1651,-6.15,23.6,céréales et tubercules,farine de maïs,76
Kasai-Oriental,Mbuji-Mayi,Mbuji-mayi,1651,-6.15,23.6,céréales et tubercules,farine de maïs importée,77
Kasai-Oriental,Mbuji-Mayi,Mbuji-mayi,1651,-6.15,23.6,non alimentaire,carburant (essence),285
Kasai-Oriental,Mbuji-Mayi,Mbuji-mayi,1651,-6.15,23.6,légumineuses et noix,haricots (niébé),120
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,céréales et tubercules,manioc (cossettes),302
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,céréales et tubercules,maïs,51
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,céréales et tubercules,farine de maïs importée,77
Nord-Kivu,Beni,Mabalako,8923,0.55,29.5,céréales et tubercules,farine de blé,58
Nord-Kivu,Beni,Mutwanga,8925,0.57,29.5,céréales et tubercules,manioc (cossettes),302
Nord-Kivu,Beni,Mutwanga,8925,0.57,29.5,céréales et tubercules,farine de manioc,74
Nord-Kivu,Beni,Mutwanga,8925,0.57,29.5,céréales et tubercules,maïs,51
Nord-Kivu,Beni,Mutwanga,8925,0.57,29.5,céréales et tubercules,farine de maïs importée,77
Nord-Kivu,Beni,Mutwanga,8925,0.57,29.5,céréales et tubercules,riz importé,64
Nord-Kivu,Beni,Mutwanga,8925,0.57,29.5,céréales et tubercules,farine de blé,58
Nord-Kivu,Beni,Mutwanga,8925,0.57,29.5,aliments divers,sel,185
Nord-Kivu,Beni,Mutwanga,8925,0.57,29.5,non alimentaire,taux de change (non officiel),473
Nord-Kivu,Beni,Mutwanga,8925,0.57,29.5,non alimentaire,carburant (essence),285
Nord-Kivu,Beni,Mutwanga,8925,0.57,29.5,huiles et matières grasses,huile de palme,62
Nord-Kivu,Beni,Mutwanga,8925,0.57,29.5,légumineuses et noix,haricots,50
Nord-Kivu,Goma,Birere,3037,-1.68,29.24,céréales et tubercules,farine de maïs importée,77
Nord-Kivu,Lubero,Kayna,8932,-0.61,29.17,céréales et tubercules,farine de maïs importée,77
Nord-Kivu,Lubero,Kirumba,9871,-0.56,29.18,céréales et tubercules,farine de maïs importée,77
Nord-Kivu,Masisi,Sake,8940,-1.57,29.05,céréales et tubercules,farine de maïs importée,77
Nord-Kivu,Rutshuru,Kitshanga,8948,-1.03,29.1,céréales et tubercules,manioc (cossettes),302
Nord-Kivu,Rutshuru,Kitshanga,8948,-1.03,29.1,céréales et tubercules,maïs,51
Nord-Kivu,Rutshuru,Kitshanga,8948,-1.03,29.1,céréales et tubercules,farine de maïs importée,77
Nord-Kivu,Rutshuru,Kitshanga,8948,-1.03,29.1,céréales et tubercules,farine de blé,58
Sud-Kivu,Fizi,Katanga,9047,-4.19,29.05,céréales et tubercules,farine de maïs,76
Sud-Kivu,Fizi,Katanga,9047,-4.19,29.05,céréales et tubercules,farine de maïs importée,77
Sud-Kivu,Fizi,Katanga,9047,-4.19,29.05,légumineuses et noix,haricots (niébé),120
Tanganyika,Kalemie,Kalemie,143,-5.92,29.19,légumineuses et noix,haricots (niébé),120
Bas-Uele,Bondo,Zongo,1648,3.97,23.4,céréales et tubercules,farine de maïs,76
Bas-Uele,Bondo,Zongo,1648,3.97,23.4,non alimentaire,taux de change (non officiel),473
Bas-Uele,Bondo,Zongo,1648,3.97,23.4,légumineuses et noix,haricots (niébé),120
Bas-Uele,Buta city,Buta,9036,2.82,24.74,légumineuses et noix,haricots (niébé),120
Haut-Katanga,Likasi,Likasi,1606,-10.98,26.73,céréales et tubercules,farine de maïs,76
Haut-Katanga,Likasi,Likasi,1606,-10.98,26.73,non alimentaire,taux de change (non officiel),473
Haut-Katanga,Likasi,Likasi,1606,-10.98,26.73,non alimentaire,carburant (essence),285
Haut-Katanga,Likasi,Likasi,1606,-10.98,26.73,huiles et matières grasses,huile végétale,96
Haut-Katanga,Likasi,Likasi,1606,-10.98,26.73,légumineuses et noix,haricots (niébé),120
Haut-Katanga,Mitwaba,Mitwaba,9037,-8.65,27.35,céréales et tubercules,farine de maïs,76
Haut-Lomami,Kamina city,Kamina,1604,-8.74,24.99,céréales et tubercules,farine de maïs,76
Haut-Lomami,Kamina city,Kamina,1604,-8.74,24.99,non alimentaire,taux de change (non officiel),473
Haut-Lomami,Kamina city,Kamina,1604,-8.74,24.99,non alimentaire,carburant (essence),285
Haut-Lomami,Kamina city,Kamina,1604,-8.74,24.99,huiles et matières grasses,huile végétale,96
Haut-Uele,Dungu,Doruma,2269,4.72,27.68,céréales et tubercules,farine de manioc,74
Haut-Uele,Dungu,Doruma,2269,4.72,27.68,céréales et tubercules,farine de maïs,76
Haut-Uele,Dungu,Doruma,2269,4.72,27.68,céréales et tubercules,riz importé,64
Haut-Uele,Dungu,Doruma,2269,4.72,27.68,céréales et tubercules,riz local,71
Haut-Uele,Dungu,Doruma,2269,4.72,27.68,aliments divers,sel,185
Haut-Uele,Dungu,Doruma,2269,4.72,27.68,aliments divers,sucre,97
Haut-Uele,Dungu,Doruma,2269,4.72,27.68,non alimentaire,taux de change (non officiel),473
Haut-Uele,Dungu,Doruma,2269,4.72,27.68,non alimentaire,carburant (essence),285
Haut-Uele,Dungu,Doruma,2269,4.72,27.68,huiles et matières grasses,huile de palme,62
Haut-Uele,Dungu,Doruma,2269,4.72,27.68,huiles et matières grasses,huile végétale,96
Haut-Uele,Dungu,Doruma,2269,4.72,27.68,légumineuses et noix,haricots,50
Haut-Uele,Dungu,Doruma,2269,4.72,27.68,légumineuses et noix,haricots (niébé),120
Haut-Uele,Isiro,Isiro,1609,2.77,27.62,céréales et tubercules,farine de maïs,76
Haut-Uele,Isiro,Isiro,1609,2.77,27.62,céréales et tubercules,riz importé,64
Haut-Uele,Isiro,Isiro,1609,2.77,27.62,non alimentaire,taux de change (non officiel),473
Haut-Uele,Isiro,Isiro,1609,2.77,27.62,non alimentaire,carburant (essence),285
Haut-Uele,Isiro,Isiro,1609,2.77,27.62,huiles et matières grasses,huile végétale,96
Haut-Uele,Isiro,Isiro,1609,2.77,27.62,légumineuses et noix,haricots (niébé),120
Ituri,Djugu,Iga Barriere,4152,1.74,30.3,céréales et tubercules,manioc (cossettes),302
Ituri,Djugu,Iga Barriere,4152,1.74,30.3,céréales et tubercules,farine de manioc,74
Ituri,Djugu,Iga Barriere,4152,1.74,30.3,céréales et tubercules,maïs,51
Ituri,Djugu,Iga Barriere,4152,1.74,30.3,céréales et tubercules,farine de maïs,76
Ituri,Djugu,Iga Barriere,4152,1.74,30.3,céréales et tubercules,riz importé,64
Ituri,Djugu,Iga Barriere,4152,1.74,30.3,céréales et tubercules,farine de blé,58
Ituri,Djugu,Iga Barriere,4152,1.74,30.3,aliments divers,sel,185
Ituri,Djugu,Iga Barriere,4152,1.74,30.3,non alimentaire,taux de change (non officiel),473
Ituri,Djugu,Iga Barriere,4152,1.74,30.3,non alimentaire,carburant (essence),285
Ituri,Djugu,Iga Barriere,4152,1.74,30.3,huiles et matières grasses,huile de palme,62
Ituri,Djugu,Iga Barriere,4152,1.74,30.3,légumineuses et noix,haricots,50
Ituri,Irumu,Kasenyi,2797,1.39,30.44,non alimentaire,carburant (diesel),284
Ituri,Mambasa,Komanda,2795,1.22,29.45,légumineuses et noix,haricots (niébé),120
Kasai,Kamonia,Kamalenga,2267,-6.46,20.79,légumineuses et noix,haricots (niébé),120
Kasai,Kamonia,Kamonia,3215,-6.88,20.92,céréales et tubercules,farine de maïs importée,77
Kasai,Kamonia,Kamwesha,2266,-6.22,21.42,céréales et tubercules,farine de maïs importée,77
Kasai,Kamonia,Kamwesha,2266,-6.22,21.42,légumineuses et noix,haricots (niébé),120
Kasai,Luebo city,Luebo,3216,-5.35,21.42,légumineuses et noix,haricots (niébé),120
Kasai,Mweka,Kakenge,9041,-4.87,21.91,légumineuses et noix,haricots (niébé),120
Kasai,Tshikapa,Tshikapa,1601,-6.42,20.8,céréales et tubercules,farine de maïs,76
Kasai,Tshikapa,Tshikapa,1601,-6.42,20.8,non alimentaire,taux de change (non officiel),473
Kasai,Tshikapa,Tshikapa,1601,-6.42,20.8,non alimentaire,carburant (essence),285
Kasai,Tshikapa,Tshikapa,1601,-6.42,20.8,huiles et matières grasses,huile végétale,96
Kasai,Tshikapa,Tshikapa,1601,-6.42,20.8,légumineuses et noix,haricots (niébé),120
Kasai-Central,Dibaya,Bunkonde Centre,3217,-6.31,22.52,céréales et tubercules,riz importé,64
Kasai-Central,Dibaya,Bunkonde Centre,3217,-6.31,22.52,non alimentaire,carburant (essence),285
Kasai-Central,Dibaya,Bunkonde Centre,3217,-6.31,22.52,légumineuses et noix,haricots (niébé),120
Kasai-Central,Dimbelenge,Kalombo,2278,-5.02,22.89,céréales et tubercules,farine de maïs,76
Kasai-Central,Dimbelenge,Kalombo,2278,-5.02,22.89,non alimentaire,taux de change (non officiel),473
Kasai-Central,Dimbelenge,Kalombo,2278,-5.02,22.89,huiles et matières grasses,huile végétale,96
Kasai-Central,Dimbelenge,Kalombo,2278,-5.02,22.89,légumineuses et noix,haricots (niébé),120
Kasai-Central,Kananga,Kananga,1602,-5.9,22.42,céréales et tubercules,farine de maïs importée,77
Kasai-Central,Kananga,Kananga,1602,-5.9,22.42,légumineuses et noix,haricots (niébé),120
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,non alimentaire,carburant (essence),285
Kasai-Central,Kazumba,Kalomba,9042,-6.7,21.72,légumineuses et noix,haricots (niébé),120
Kasai-Central,Luiza,Luiza Centre,3219,-7.2,22.4,céréales et tubercules,riz importé,64
Kasai-Central,Luiza,Luiza Centre,3219,-7.2,22.4,non alimentaire,carburant (essence),285
Kasai-Central,Luiza,Luiza Centre,3219,-7.2,22.4,légumineuses et noix,haricots (niébé),120
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,céréales et tubercules,riz importé,64
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,non alimentaire,carburant (essence),285
Kasai-Oriental,Kabeya-Kamwanga,Kabeya Kamuanga,9043,-6.0,23.25,légumineuses et noix,haricots (niébé),120
Kasai-Oriental,Mbuji-Mayi,Mbuji-mayi,1651,-6.15,23.6,non alimentaire,taux de change (non officiel),473
Kasai-Oriental,Mbuji-Mayi,Mbuji-mayi,1651,-6.15,23.6,huiles et matières grasses,huile végétale,96
Kasai-Oriental,Tshilenge city,Tshilenge,4147,-6.24,23.76,céréales et tubercules,riz importé,64
Kasai-Oriental,Tshilenge city,Tshilenge,4147,-6.24,23.76,non alimentaire,carburant (essence),285
Kasai-Oriental,Tshilenge city,Tshilenge,4147,-6.24,23.76,légumineuses et noix,haricots (niébé),120
Kongo-Central,Boma,Boma,1598,-5.82,13.05,céréales et tubercules,farine de maïs,76
Kongo-Central,Boma,Boma,1598,-5.82,13.05,non alimentaire,taux de change (non officiel),473
Kongo-Central,Boma,Boma,1598,-5.82,13.05,non alimentaire,carburant (essence),285
Kongo-Central,Boma,Boma,1598,-5.82,13.05,huiles et matières grasses,huile végétale,96
Kongo-Central,Matadi,Matadi,1599,-5.82,13.45,céréales et tubercules,farine de maïs,76
Kongo-Central,Matadi,Matadi,1599,-5.82,13.45,non alimentaire,taux de change (non officiel),473
Kongo-Central,Matadi,Matadi,1599,-5.82,13.45,non alimentaire,carburant (essence),285
Kongo-Central,Matadi,Matadi,1599,-5.82,13.45,huiles et matières grasses,huile végétale,96
Kongo-Central,Matadi,Matadi,1599,-5.82,13.45,légumineuses et noix,haricots (niébé),120
Kongo-Central,Mbanza-Ngungu city,Mbanza-Ngungu,4122,-5.26,14.86,céréales et tubercules,farine de manioc,74
Kongo-Central,Mbanza-Ngungu city,Mbanza-Ngungu,4122,-5.26,14.86,céréales et tubercules,farine de maïs,76
Kongo-Central,Mbanza-Ngungu city,Mbanza-Ngungu,4122,-5.26,14.86,céréales et tubercules,riz importé,64
Kongo-Central,Mbanza-Ngungu city,Mbanza-Ngungu,4122,-5.26,14.86,aliments divers,sel,185
Kongo-Central,Mbanza-Ngungu city,Mbanza-Ngungu,4122,-5.26,14.86,aliments divers,sucre,97
